"ORDER","FAMILY","SCI_NAME","PRIMARY_COM_NAME","CATEGORY_1_A","CATEGORY_2_A","REFERENCE_A","COMMENT_A","CATEGORY_1_B","CATEGORY_2_B","REFERENCE_B","COMMENT_B","CATEGORY_1_C","REFERENCE_C","COMMENT_C","CATEGORY_1_D","REFERENCE_D","COMMENT_D","CATEGORY_1_E","REFERENCE_E","COMMENT_E","ESM_AJS_FINAL_DECISION","DECISION_FINAL","GENERAL_CAT"
"Passeriformes","Muscicapidae (Old World Flycatchers)","Muscicapa epulata","Little Flycatcher","Size",NA,NA,NA,"Size",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Contopus cooperi","Olive-sided Flycatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Tyrannus forficatus","Scissor-tailed Flycatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Myiodynastes luteiventris","Sulphur-bellied Flycatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Pyrocephalus rubinus","Vermilion Flycatcher","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Tyrannidae (Tyrant Flycatchers)","Empidonax flaviventris","Yellow-bellied Flycatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Mareca strepera","Gadwall","Time limit",NA,NA,NA,"Random",NA,"https://en.wikisource.org/wiki/1911_Encyclop√¶dia_Britannica/Gadwall","May come from quedul as in Lat. querquedula","Miscellaneous",NA,"""The entymology of the word gadwall is not known but the name has been in use since 1666""","Miscellaneous","https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Gadwall","unknown","Miscellaneous","https://en.wiktionary.org/wiki/gadwall","Origin of name unknown. In use since the 17th century.",NA,"Miscellaneous","human"
"Gruiformes","Rallidae (Rails, Gallinules, and Coots)","Porphyrio martinica","Purple Gallinule","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Polioptilidae (Gnatcatchers)","Polioptila melanura","Black-tailed Gnatcatcher","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,"Females are browner; named after breeding plumage in males","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Polioptilidae (Gnatcatchers)","Polioptila caerulea","Blue-gray Gnatcatcher","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"""Sexes similar, though female may average browner backed than male, more so in western populations (see Systematics: Geographic Variation).""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Limosa limosa","Black-tailed Godwit","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Limosa haemastica","Hudsonian Godwit","Geographic Location",NA,NA,"Hudson Bay","Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Scolopacidae (Sandpipers and Allies)","Limosa fedoa","Marbled Godwit","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Spinus tristis","American Goldfinch","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Spinus lawrencei","Lawrence's Goldfinch","Person",NA,NA,"George Newbold Lawrence","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Branta leucopsis","Barnacle Goose","Random",NA,"https://en.wikipedia.org/wiki/Brant_(goose)","barnacle myth","Random",NA,"https://en.wikipedia.org/wiki/Barnacle_goose_myth","Ancient myth about spawning from barnacles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miscellaneous","human"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Branta canadensis","Canada Goose","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)","Anser canagicus","Emperor Goose","Both sexes physical trait",NA,"https://www.allaboutbirds.org/guide/Emperor_Goose/overview",NA,"Both sexes physical trait",NA,"https://www.fws.gov/node/263386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Passeriformes","Icteridae (Troupials and Allies)","Quiscalus major","Boat-tailed Grackle","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Icteridae (Troupials and Allies)","Quiscalus mexicanus","Great-tailed Grackle","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Podicipediformes","Podicipedidae (Grebes)","Aechmophorus clarkii","Clark's Grebe","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Podicipediformes","Podicipedidae (Grebes)","Podilymbus podiceps","Pied-billed Grebe","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Podicipediformes","Podicipedidae (Grebes)","Aechmophorus occidentalis","Western Grebe","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Pheucticus melanocephalus","Black-headed Grosbeak","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Passerina caerulea","Blue Grosbeak","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Coccothraustes vespertinus","Evening Grosbeak","Both sexes physical trait",NA,NA,"for the dusky/evening sky coloration","Random",NA,"https://www.audubon.org/news/ask-kenn-how-did-evening-grosbeak-get-its-misleading-name#:~:text=When%20he%20formally%20described%20the,deep%20swamps%2C%20coming%20out%20into","Thought to ""dwell in dark retreats and leaves at the approach of night""","Behavior","https://www.audubon.org/news/ask-kenn-how-did-evening-grosbeak-get-its-misleading-name","First described to sing only in the evening...later proved not to be true","Male physical trait","https://www.allaboutbirds.org/guide/Evening_Grosbeak/overview",NA,"Behavior","https://en.wikipedia.org/wiki/Evening_grosbeak","Hesperiphona, the genus the species used to placed in, is from Ancient Greek hesperos, ""evening"", and phone ""cry""","Behavior","Behavior","natural history"
"Passeriformes","Fringillidae (Finches, Euphonias, and Allies)","Pinicola enucleator","Pine Grosbeak","Life History",NA,NA,"perches in pinetrees","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Passeriformes","Cardinalidae (Cardinals and Allies)","Pheucticus ludovicianus","Rose-breasted Grosbeak","Male physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Dendragapus obscurus","Dusky Grouse","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Bonasa umbellus","Ruffed Grouse","Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,"Male physical trait","https://www.allaboutbirds.org/guide/Ruffed_Grouse/overview""Displaying males expose a rich black ruff of neck feathers, giving them their name.""","""Displaying males expose a rich black ruff of neck feathers, giving them their name.""","Both sexes physical trait",NA,"all adults have the ruff","Both sexes physical trait",NA,"Ruff smaller on female","Both sexes physical trait","Both sexes physical trait","physical trait"
"Galliformes","Phasianidae (Pheasants, Grouse, and Allies)","Tympanuchus phasianellus","Sharp-tailed Grouse","Both sexes physical trait",NA,NA,NA,"Male physical trait",NA,NA,NA,"Both sexes physical trait",NA,"both sexes have much longer central tail feathers than surrounding ones","Both sexes physical trait",NA,NA,"Both sexes physical trait",NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Cepphus grylle","Black Guillemot","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,"only breeding plumage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Alcidae (Auks, Murres, and Puffins)","Cepphus columba","Pigeon Guillemot","Local language",NA,NA,"name ""columba"" derived from Icelandic klumba for ""auk"". Common name adapted from scientific name.","Time limit","Both sexes physical trait","Wikipedia https://en.wikipedia.org/wiki/Pigeon_guillemot","Latin for dove (columba) and Icelandic for auk (klumba) are very similar and apparently a lot of auks are called ""doves"" because of this, but not sure if it is because of confusion? The bird also does look a lot like a pigeon superficially.","Miscellaneous",NA,"named for pigeon but unclear if this refers to shape/size, nesting, colour etc.","Local language","BotW","from icelandic ""Klumba"", perhaps for the size","Both sexes physical trait","https://en.wikipedia.org/wiki/Pigeon_guillemot","The specific epithet, columba, is derived both from the Icelandic klumba, meaning ""auk"", and the Latin columba, meaning ""pigeon"". Pallas noted in his description of this species that the common name for the related black guillemot was Greenland dove.","Both sexes physical trait","Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Chroicocephalus philadelphia","Bonaparte's Gull","Person",NA,NA,"named for Charles Lucien Bonaparte","Person",NA,NA,"Charles Lucien Bonaparte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus californicus","California Gull","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Leucophaeus pipixcan","Franklin's Gull","Person",NA,NA,"John Franklin","Person",NA,NA,"Sir John Franklin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus hyperboreus","Glaucous Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus glaucescens","Glaucous-winged Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus marinus","Great Black-backed Gull","Size","Both sexes physical trait",NA,NA,"Size","Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Size","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus argentatus","Herring Gull","Life History",NA,NA,"Couldn't find it specifically stated, but preys on fish and follows stuff around eating the small fish that are disturbed","Life History",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Natural History","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus heermanni","Heermann's Gull","Person",NA,NA,"Dr Adolphus Lewis Heermann","Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus glaucoides","Iceland Gull","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Pagophila eburnea","Ivory Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Leucophaeus atricilla","Laughing Gull","Behavior",NA,NA,NA,"Behavior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Behavior","natural history"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Ichthyaetus ichthyaetus","Pallas's Gull","Person",NA,NA,"Peter Simon Pallas","Person",NA,NA,"Peter Simon Pallas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus delawarensis","Ring-billed Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Rhodostethia rosea","Ross's Gull","Person",NA,NA,"named for James Ross","Person",NA,NA,"James Clark Ross (I think different from Ross's Goose)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Xema sabini","Sabine's Gull","Person",NA,NA,"named for Joseph Sabine","Person",NA,NA,"Edward Sabine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus brachyrhynchus","Short-billed Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus schistisagus","Slaty-backed Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Creagrus furcatus","Swallow-tailed Gull","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Charadriiformes","Laridae (Gulls, Terns, and Skimmers)","Larus occidentalis","Western Gull","Geographic Location",NA,NA,NA,"Geographic Location",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geographic Location","natural history"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Buteo platypterus","Broad-winged Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Accipiter cooperii","Cooper's Hawk","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Parabuteo unicinctus","Harris's Hawk","Person",NA,NA,NA,"Person",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Person","human"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Buteo lineatus","Red-shouldered Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Buteo jamaicensis","Red-tailed Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Buteo lagopus","Rough-legged Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Accipiter striatus","Sharp-shinned Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
"Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)","Buteo brachyurus","Short-tailed Hawk","Both sexes physical trait",NA,NA,NA,"Both sexes physical trait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both sexes physical trait","physical trait"
